Id,SalePrice
1461,119147.76888759038
1462,153463.8085367537
1463,224116.63693272212
1464,210288.11292835316
1465,167614.64755692324
1466,210367.09203741237
1467,210597.75974826
1468,204630.3367521108
1469,170498.1482577987
1470,139592.8427286102
1471,202688.8063714123
1472,107985.92896423588
1473,108276.98827637151
1474,182652.60467663137
1475,85610.36721344323
1476,220627.19629610566
1477,196187.40783126515
1478,191294.29302909618
1479,200635.36765510036
1480,257815.8412576802
1481,255482.36758093053
1482,175250.49141914878
1483,216330.67060086908
1484,161145.54053307255
1485,254225.88175498837
1486,205258.5796650819
1487,237342.32033305644
1488,181909.86629664214
1489,182728.37706325587
1490,219138.0008127463
1491,217259.81428258072
1492,112606.86267368584
1493,237271.1588532604
1494,253953.31742520136
1495,246741.08878429345
1496,199016.27780015854
1497,186795.14535032018
1498,185718.15749951263
1499,215321.2180318993
1500,215321.2180318993
1501,216886.44037507297
1502,182803.11038332686
1503,179817.41053436912
1504,232969.73153955
1505,210669.55893831386
1506,219777.55878906063
1507,245509.73267487017
1508,289783.6674089371
1509,161530.06430223427
1510,168721.3908963838
1511,145268.84129478357
1512,216700.69090283613
1513,187991.5302866197
1514,262437.84721757274
1515,184846.72576226166
1516,212259.65652481653
1517,150290.92204663187
1518,179907.21407897526
1519,211376.78096034413
1520,138627.41621480367
1521,116218.63452581142
1522,170272.25340154668
1523,107807.35941100444
1524,116735.31610178147
1525,116828.92764126904
1526,158213.96266907276
1527,105778.75969956598
1528,138677.67564784136
1529,129655.19711490141
1530,144475.1876522711
1531,126960.0478310552
1532,125538.15127557164
1533,130567.95713126051
1534,102487.03942801514
1535,120260.92892584244
1536,107293.9952021195
1537,112089.90850529823
1538,184401.57078392786
1539,254469.2357809575
1540,182700.2025720695
1541,139864.7693481394
1542,123175.32021254265
1543,130222.41071632673
1544,127386.98041945795
1545,130976.93992214977
1546,123785.61332800027
1547,125077.99874896932
1548,123785.61332800027
1549,99826.6068441029
1550,172630.36616701892
1551,131407.7350624728
1552,131594.0478387726
1553,148556.33389657395
1554,88730.31461370001
1555,204731.51144767174
1556,140414.30574446885
1557,145268.84129478357
1558,99259.66583509518
1559,125688.56445684451
1560,203370.89867692374
1561,252927.49931010685
1562,137729.92633913073
1563,137553.74573108123
1564,136380.1015661186
1565,142841.39096070614
1566,205697.42858927458
1567,110664.69458272956
1568,268094.16790630453
1569,217002.26562029007
1570,150937.387349534
1571,111282.44020961014
1572,143922.60648127412
1573,171916.56549842993
1574,190145.5059882348
1575,176683.37588851913
1576,218842.9864232678
1577,176069.0021857625
1578,201041.03307890453
1579,149303.6831833916
1580,207986.94888712768
1581,188968.76249156578
1582,136581.13929826932
1583,243775.5096426524
1584,208414.4266603656
1585,125067.59398830144
1586,108934.3341024321
1587,109458.74078224269
1588,145785.7954631712
1589,119758.06200304799
1590,132362.93688260642
1591,100727.95927169613
1592,167068.97371251407
1593,137761.96338223736
1594,248880.48661251907
1595,145049.85376511936
1596,172071.09570481288
1597,231052.9838767579
1598,277004.1747995681
1599,123172.09537088012
1600,163672.8720229676
1601,106406.73002011944
1602,110237.48940190923
1603,108992.04604689275
1604,195340.15926940212
1605,246148.47287393175
1606,184473.3699739817
1607,268549.60213535005
1608,224656.04116080125
1609,184839.27325083868
1610,209656.28005587938
1611,164363.5632971839
1612,186246.80996831146
1613,192568.7286525518
1614,118031.545955443
1615,107544.63653782237
1616,109066.77936696372
1617,109030.8797719368
1618,102677.3072816578
1619,155700.99101718847
1620,371374.06334305403
1621,139850.68210254624
1622,188372.61117874022
1623,241991.2997698146
1624,253008.88548357584
1625,124123.45275832128
1626,218858.5291563715
1627,211009.6947883942
1628,217091.35877837177
1629,204623.15683310543
1630,207560.10882414755
1631,208152.72473450928
1632,210425.1690997132
1633,206500.70565301325
1634,233404.1166393757
1635,238081.83387138316
1636,175965.16595260205
1637,249199.9384512198
1638,222325.51973329647
1639,189169.03700350263
1640,219230.97464197612
1641,189743.43052393332
1642,231609.13688802978
1643,201392.19328068278
1644,204874.45399829387
1645,215598.57333550975
1646,218352.07227407437
1647,189607.01206283103
1648,130064.17990579069
1649,164808.3350384497
1650,134994.37719807954
1651,110025.954383668
1652,139997.8523229288
1653,139997.8523229288
1654,182753.12354270674
1655,157832.00791208798
1656,182900.31188231712
1657,182954.1612748575
1658,182954.1612748575
1659,84978.53434096946
1660,116164.78513327106
1661,330174.17300984485
1662,250815.4202274311
1663,226285.88277502335
1664,287357.59988610353
1665,191502.5106802523
1666,242512.49972719047
1667,290718.3652846861
1668,219166.99308118544
1669,220688.86331790918
1670,230464.59563615665
1671,228181.38139244463
1672,268794.8477195872
1673,294590.2399459735
1674,184609.788435084
1675,174431.98065253504
1676,199755.5368652955
1677,218660.5361988883
1678,259449.0002389874
1679,261269.38229926975
1680,208188.6243295362
1681,172881.11814737218
1682,242153.50377692128
1683,162139.95931531818
1684,213698.57445591042
1685,206482.7558554998
1686,161070.151383516
1687,208335.1749588888
1688,203129.73367998563
1689,210815.83697524885
1690,238663.40731081925
1691,235823.74934419
1692,253048.64763052302
1693,209412.16280969634
1694,236753.5488553872
1695,202289.68315635575
1696,263836.475936112
1697,202641.49918761954
1698,252434.76455556272
1699,220541.94757071638
1700,239094.20245114225
1701,248453.2268746599
1702,190123.96623121866
1703,211106.6236949669
1704,218316.17267904745
1705,182746.5994531869
1706,221607.8929505983
1707,178632.50586310207
1708,180955.2096613437
1709,195192.98904901952
1710,176571.59651613937
1711,244543.76097622848
1712,179106.3805174574
1713,220093.20263287993
1714,213311.76913229504
1715,235655.02124756348
1716,136727.41733520434
1717,161182.47594073095
1718,129170.55258203801
1719,212621.58660510284
1720,186343.73887488415
1721,149173.80693103693
1722,149173.80693103693
1723,226644.8787252925
1724,175954.1234816764
1725,248026.29428625715
1726,202120.95505972923
1727,175404.85967776453
1728,239180.36147920688
1729,211350.74094114994
1730,179846.1847674295
1731,144730.3473693798
1732,140239.3080315123
1733,110018.50187224502
1734,183382.02228516337
1735,137697.6167036065
1736,103384.5293036881
1737,237935.02876884077
1738,217363.92310815878
1739,184806.58037824646
1740,187925.9825936681
1741,148814.52026912238
1742,216951.0596461214
1743,220006.38777532976
1744,234409.6885371974
1745,157301.2026527137
1746,209222.16754847125
1747,220174.8613987665
1748,212385.19446276035
1749,184401.57078392786
1750,142037.87774236093
1751,176514.55526647
1752,103021.67080149865
1753,136709.46753769089
1754,209222.16754847128
1755,209172.29135250155
1756,136132.12176801526
1757,106884.73981881264
1758,143653.35951857225
1759,230396.3864056055
1760,167823.90102071085
1761,171952.35444880647
1762,206960.4930617754
1763,151214.08682365884
1764,144503.90732829264
1765,144977.78198264795
1766,219906.52473873994
1767,234413.27849670008
1768,141176.28746171488
1769,146348.50880241848
1770,215121.10872165172
1771,109128.46450799506
1772,109128.46450799506
1773,147063.8210461295
1774,184269.01487474586
1775,138907.43305601363
1776,124346.03024748816
1777,139880.03948882554
1778,136814.2140735267
1779,136177.8809388749
1780,175251.52723178026
1781,112179.93008528311
1782,97062.33802703019
1783,189000.5814992937
1784,106669.06965623355
1785,114441.60457197897
1786,187309.43798110826
1787,176076.72728960306
1788,128822.96422053466
1789,116196.82217637768
1790,140435.30031664984
1791,234588.7107498414
1792,138658.81554765254
1793,151012.7764990905
1794,138192.75852256038
1795,115245.75550058193
1796,109734.89507153237
1797,106665.75228914844
1798,104102.52120422646
1799,135284.89132537998
1800,138447.9182396691
1801,189000.58149929368
1802,106665.75228914844
1803,129712.90905936208
1804,140325.19446715934
1805,138218.16083149682
1806,92363.35363042414
1807,219242.65482315954
1808,158464.62212400342
1809,185478.5586347354
1810,125243.13688609315
1811,177609.6399972525
1812,114096.96845972055
1813,123785.61332800027
1814,104005.31970523621
1815,98404.71028861935
1816,108011.71451024029
1817,184401.57078392786
1818,180093.61938069767
1819,122652.09642782499
1820,89272.1259061889
1821,97102.10017397738
1822,112901.78453774174
1823,111142.15919658757
1824,101463.90096974796
1825,167744.15869143774
1826,99256.07587559249
1827,99395.81170377988
1828,171908.51171456027
1829,140436.48321174277
1830,178995.09177287394
1831,185579.0775008108
1832,160998.89737829735
1833,206925.50376942384
1834,98448.33498748681
1835,196349.1179566535
1836,96240.50989333134
1837,127670.31462775302
1838,171306.1617383219
1839,92790.2862188269
1840,356966.93296188157
1841,251534.04983822728
1842,217350.74616524094
1843,143979.13553064186
1844,106486.25431401386
1845,205514.39521167614
1846,132685.7787646589
1847,158482.84451393448
1848,109734.89507153237
1849,133554.27637189272
1850,143796.68530626234
1851,135811.97766201792
1852,136437.54091816166
1853,196862.30209854344
1854,172368.24456628354
1855,171079.46722404496
1856,244389.39271761273
1857,172782.30904264163
1858,176005.4732843844
1859,175423.35466011317
1860,143559.855369813
1861,175383.86510558354
1862,450896.3104183958
1863,436838.0290058545
1864,436970.8575074541
1865,172924.68828920077
1866,220778.88489789405
1867,182886.60787379192
1868,222954.40035652532
1869,205934.12976184572
1870,218721.56551043404
1871,191743.03796693266
1872,216276.16537884314
1873,266424.5641451352
1874,144755.47708589863
1875,234912.55545999185
1876,237891.5660177405
1877,220502.45801618678
1878,190023.44736514328
1879,136121.370008735
1880,134387.40144970702
1881,223823.17055617674
1882,219037.11682883074
1883,205876.05269954487
1884,214854.54141577717
1885,238200.68577204
1886,227836.74528018624
1887,213362.02856533273
1888,218567.4698442359
1889,214204.75874578996
1890,148076.1896258886
1891,122630.28407839124
1892,100727.95927169613
1893,151971.29568630923
1894,190035.03502090412
1895,119668.3130154807
1896,107197.06629554683
1897,124862.60117880782
1898,122733.75519371155
1899,108496.63163552128
1900,103402.47910120156
1901,183077.3663552309
1902,130125.86504682203
1903,204289.83578419028
1904,142105.81438049447
1905,229836.35272318556
1906,237953.2511587718
1907,197082.07096764934
1908,83646.65936547078
1909,139308.58009841197
1910,107741.81171805284
1911,255327.99932231475
1912,245122.40028564743
1913,181609.1274756688
1914,114042.84647476257
1915,195455.03797348824
1916,155323.51820379845
1917,210815.83697524885
1918,144439.28805724418
1919,167568.74130360215
1920,221399.67529944217
1921,230191.75871395206
1922,233871.46720421122
1923,209789.108557479
1924,290254.9697971935
